date,station,hour,passengers
2024-01-05,Университет,13,822
2024-01-05,Университет,14,920
2024-01-05,Университет,15,811
2024-01-05,Университет,16,811
2024-01-05,Университет,17,1454
2024-01-05,Университет,18,1251
2024-01-05,Университет,19,1159
2024-01-05,Университет,20,1457
2024-01-05,Университет,21,511
2024-01-05,Университет,22,409
2024-01-05,Университет,23,496
2024-01-05,Парк,0,113
2024-01-05,Парк,1,133
2024-01-05,Парк,2,110
2024-01-05,Парк,3,111
2024-01-05,Парк,4,108
2024-01-05,Парк,5,107
2024-01-05,Парк,6,110
2024-01-05,Парк,7,632
2024-01-05,Парк,8,656
2024-01-05,Парк,9,623
2024-01-05,Парк,10,629
2024-01-05,Парк,11,426
2024-01-05,Парк,12,467
2024-01-05,Парк,13,460
2024-01-05,Парк,14,439
2024-01-05,Парк,15,506
2024-01-05,Парк,16,485
2024-01-05,Парк,17,878
2024-01-05,Парк,18,876
2024-01-05,Парк,19,1025
2024-01-05,Парк,20,927
2024-01-05,Парк,21,303
2024-01-05,Парк,22,231
2024-01-05,Парк,23,277
2024-01-05,Речная,0,86
2024-01-05,Речная,1,100
2024-01-05,Речная,2,107
2024-01-05,Речная,3,98
2024-01-05,Речная,4,108
2024-01-05,Речная,5,95
2024-01-05,Речная,6,109
2024-01-05,Речная,7,609
2024-01-05,Речная,8,681
2024-01-05,Речная,9,719
2024-01-05,Речная,10,725
2024-01-05,Речная,11,430
2024-01-05,Речная,12,502
2024-01-05,Речная,13,420
2024-01-05,Речная,14,419
2024-01-05,Речная,15,338
2024-01-05,Речная,16,496
2024-01-05,Речная,17,703
2024-01-05,Речная,18,656
2024-01-05,Речная,19,801
2024-01-05,Речная,20,796
2024-01-05,Речная,21,263
2024-01-05,Речная,22,231
2024-01-05,Речная,23,269
2024-01-06,Центральная,0,173
2024-01-06,Центральная,1,165
2024-01-06,Центральная,2,197
2024-01-06,Центральная,3,151
2024-01-06,Центральная,4,190
2024-01-06,Центральная,5,189
2024-01-06,Центральная,6,212
2024-01-06,Центральная,7,1770
2024-01-06,Центральная,8,1441
2024-01-06,Центральная,9,1610
2024-01-06,Центральная,10,1734
2024-01-06,Центральная,11,782
2024-01-06,Центральная,12,820
2024-01-06,Центральная,13,641
2024-01-06,Центральная,14,741
2024-01-06,Центральная,15,820
2024-01-06,Центральная,16,855
2024-01-06,Центральная,17,2099
2024-01-06,Центральная,18,1769
2024-01-06,Центральная,19,1987
2024-01-06,Центральная,20,2077
2024-01-06,Центральная,21,500
2024-01-06,Центральная,22,483
2024-01-06,Центральная,23,486
2024-01-06,Восточная,0,106
2024-01-06,Восточная,1,100
2024-01-06,Восточная,2,122
2024-01-06,Восточная,3,110
2024-01-06,Восточная,4,113
2024-01-06,Восточная,5,108
2024-01-06,Восточная,6,109
2024-01-06,Восточная,7,962
2024-01-06,Восточная,8,867
2024-01-06,Восточная,9,950
2024-01-06,Восточная,10,963
2024-01-06,Восточная,11,469
2024-01-06,Восточная,12,444
2024-01-06,Восточная,13,502
2024-01-06,Восточная,14,543
2024-01-06,Восточная,15,449
2024-01-06,Восточная,16,519
2024-01-06,Восточная,17,877
2024-01-06,Восточная,18,645
2024-01-06,Восточная,19,769
2024-01-06,Восточная,20,777
2024-01-06,Восточная,21,301
2024-01-06,Восточная,22,287
2024-01-06,Восточная,23,294
2024-01-06,Западная,0,100
2024-01-06,Западная,1,88
2024-01-06,Западная,2,90
2024-01-06,Западная,3,86
2024-01-06,Западная,4,94
2024-01-06,Западная,5,94
2024-01-06,Западная,6,97
2024-01-06,Западная,7,676
2024-01-06,Западная,8,770
2024-01-06,Западная,9,770
2024-01-06,Западная,10,807
2024-01-06,Западная,11,421
2024-01-06,Западная,12,404
2024-01-06,Западная,13,420
2024-01-06,Западная,14,418
2024-01-06,Западная,15,378
2024-01-06,Западная,16,440
2024-01-06,Западная,17,877
2024-01-06,Западная,18,893
2024-01-06,Западная,19,773
2024-01-06,Западная,20,791
2024-01-06,Западная,21,247
2024-01-06,Западная,22,239
2024-01-06,Западная,23,251
2024-01-06,Северная,0,102
2024-01-06,Северная,1,101
2024-01-06,Северная,2,117
2024-01-06,Северная,3,104
2024-01-06,Северная,4,103
2024-01-06,Северная,5,110
2024-01-06,Северная,6,104
2024-01-06,Северная,7,822
2024-01-06,Северная,8,799
2024-01-06,Северная,9,725
2024-01-06,Северная,10,801
2024-01-06,Северная,11,391
2024-01-06,Северная,12,437
2024-01-06,Северная,13,389
2024-01-06,Северная,14,462
2024-01-06,Северная,15,456
2024-01-06,Северная,16,440
2024-01-06,Северная,17,768
2024-01-06,Северная,18,800
2024-01-06,Северная,19,653
2024-01-06,Северная,20,706
2024-01-06,Северная,21,255
2024-01-06,Северная,22,265
2024-01-06,Северная,23,256
2024-01-06,Южная,0,81
2024-01-06,Южная,1,89
2024-01-06,Южная,2,84
2024-01-06,Южная,3,80
2024-01-06,Южная,4,90
2024-01-06,Южная,5,86
2024-01-06,Южная,6,96
2024-01-06,Южная,7,670
2024-01-06,Южная,8,674
2024-01-06,Южная,9,653
2024-01-06,Южная,10,593
2024-01-06,Южная,11,339
2024-01-06,Южная,12,324
2024-01-06,Южная,13,452
2024-01-06,Южная,14,335
2024-01-06,Южная,15,361
2024-01-06,Южная,16,356
2024-01-06,Южная,17,598
2024-01-06,Южная,18,583
2024-01-06,Южная,19,520
2024-01-06,Южная,20,563
2024-01-06,Южная,21,195
2024-01-06,Южная,22,218
2024-01-06,Южная,23,208
2024-01-06,Университет,0,130
2024-01-06,Университет,1,140
2024-01-06,Университет,2,132
2024-01-06,Университет,3,148
2024-01-06,Университет,4,134
2024-01-06,Университет,5,141
2024-01-06,Университет,6,123
2024-01-06,Университет,7,1296
2024-01-06,Университет,8,1192
2024-01-06,Университет,9,1272
2024-01-06,Университет,10,1264
2024-01-06,Университет,11,569
2024-01-06,Университет,12,587
2024-01-06,Университет,13,559
2024-01-06,Университет,14,639
2024-01-06,Университет,15,620
2024-01-06,Университет,16,599
2024-01-06,Университет,17,836
2024-01-06,Университет,18,842
2024-01-06,Университет,19,874
2024-01-06,Университет,20,905
2024-01-06,Университет,21,358
2024-01-06,Университет,22,321
2024-01-06,Университет,23,379
2024-01-06,Парк,0,81
2024-01-06,Парк,1,68
2024-01-06,Парк,2,78
2024-01-06,Парк,3,64
2024-01-06,Парк,4,76
2024-01-06,Парк,5,78
2024-01-06,Парк,6,77
2024-01-06,Парк,7,487
2024-01-06,Парк,8,484
2024-01-06,Парк,9,476
2024-01-06,Парк,10,560
2024-01-06,Парк,11,374
2024-01-06,Парк,12,310
2024-01-06,Парк,13,375
2024-01-06,Парк,14,296
2024-01-06,Парк,15,319
2024-01-06,Парк,16,382
2024-01-06,Парк,17,522
2024-01-06,Парк,18,666
2024-01-06,Парк,19,573
2024-01-06,Парк,20,629
2024-01-06,Парк,21,201
2024-01-06,Парк,22,232
2024-01-06,Парк,23,191
2024-01-06,Речная,0,72
2024-01-06,Речная,1,76
2024-01-06,Речная,2,71
2024-01-06,Речная,3,68
2024-01-06,Речная,4,72
2024-01-06,Речная,5,73
2024-01-06,Речная,6,78
2024-01-06,Речная,7,450
2024-01-06,Речная,8,469
2024-01-06,Речная,9,499
2024-01-06,Речная,10,480
2024-01-06,Речная,11,299
2024-01-06,Речная,12,304
2024-01-06,Речная,13,287
2024-01-06,Речная,14,285
2024-01-06,Речная,15,315
2024-01-06,Речная,16,277
2024-01-06,Речная,17,554
2024-01-06,Речная,18,516
2024-01-06,Речная,19,455
2024-01-06,Речная,20,518
2024-01-06,Речная,21,185
2024-01-06,Речная,22,193
2024-01-06,Речная,23,199
2024-01-07,Центральная,0,177
2024-01-07,Центральная,1,172
2024-01-07,Центральная,2,173
2024-01-07,Центральная,3,168
2024-01-07,Центральная,4,171
2024-01-07,Центральная,5,186
2024-01-07,Центральная,6,182
2024-01-07,Центральная,7,1657
2024-01-07,Центральная,8,1623
2024-01-07,Центральная,9,1773
2024-01-07,Центральная,10,1656
2024-01-07,Центральная,11,697
2024-01-07,Центральная,12,752
2024-01-07,Центральная,13,745
2024-01-07,Центральная,14,696
2024-01-07,Центральная,15,811
2024-01-07,Центральная,16,812
2024-01-07,Центральная,17,1832
2024-01-07,Центральная,18,1846
2024-01-07,Центральная,19,1904
2024-01-07,Центральная,20,1822
2024-01-07,Центральная,21,489
2024-01-07,Центральная,22,517
2024-01-07,Центральная,23,459
2024-01-07,Восточная,0,117
2024-01-07,Восточная,1,121
2024-01-07,Восточная,2,110
2024-01-07,Восточная,3,103
2024-01-07,Восточная,4,121
2024-01-07,Восточная,5,99
2024-01-07,Восточная,6,129
2024-01-07,Восточная,7,1010
2024-01-07,Восточная,8,959
2024-01-07,Восточная,9,948
2024-01-07,Восточная,10,1077
2024-01-07,Восточная,11,436
2024-01-07,Восточная,12,428
2024-01-07,Восточная,13,449
2024-01-07,Восточная,14,462
2024-01-07,Восточная,15,434
2024-01-07,Восточная,16,478
2024-01-07,Восточная,17,827
2024-01-07,Восточная,18,765
2024-01-07,Восточная,19,924
2024-01-07,Восточная,20,727
2024-01-07,Восточная,21,254
2024-01-07,Восточная,22,292
2024-01-07,Восточная,23,278
2024-01-07,Западная,0,98
2024-01-07,Западная,1,91
2024-01-07,Западная,2,87
2024-01-07,Западная,3,90
2024-01-07,Западная,4,90
2024-01-07,Западная,5,99
2024-01-07,Западная,6,92
2024-01-07,Западная,7,761
2024-01-07,Западная,8,751
2024-01-07,Западная,9,777
2024-01-07,Западная,10,769
2024-01-07,Западная,11,424
2024-01-07,Западная,12,423
2024-01-07,Западная,13,382
2024-01-07,Западная,14,390
2024-01-07,Западная,15,340
2024-01-07,Западная,16,408
2024-01-07,Западная,17,729
2024-01-07,Западная,18,796
2024-01-07,Западная,19,803
2024-01-07,Западная,20,687
2024-01-07,Западная,21,219
2024-01-07,Западная,22,232
2024-01-07,Западная,23,229
2024-01-07,Северная,0,104
2024-01-07,Северная,1,93
2024-01-07,Северная,2,103
2024-01-07,Северная,3,89
2024-01-07,Северная,4,85
2024-01-07,Северная,5,109
2024-01-07,Северная,6,92
2024-01-07,Северная,7,767
2024-01-07,Северная,8,712
2024-01-07,Северная,9,713
2024-01-07,Северная,10,777
2024-01-07,Северная,11,416
2024-01-07,Северная,12,464
2024-01-07,Северная,13,445
2024-01-07,Северная,14,421
2024-01-07,Северная,15,456
2024-01-07,Северная,16,468
2024-01-07,Северная,17,800
2024-01-07,Северная,18,749
2024-01-07,Северная,19,838
2024-01-07,Северная,20,884
2024-01-07,Северная,21,271
2024-01-07,Северная,22,294
2024-01-07,Северная,23,277
2024-01-07,Южная,0,94
2024-01-07,Южная,1,80
2024-01-07,Южная,2,80
2024-01-07,Южная,3,87
2024-01-07,Южная,4,76
2024-01-07,Южная,5,84
2024-01-07,Южная,6,94
2024-01-07,Южная,7,603
2024-01-07,Южная,8,664
2024-01-07,Южная,9,568
2024-01-07,Южная,10,611
2024-01-07,Южная,11,397
2024-01-07,Южная,12,373
2024-01-07,Южная,13,376
2024-01-07,Южная,14,417
2024-01-07,Южная,15,405
2024-01-07,Южная,16,341
2024-01-07,Южная,17,677
2024-01-07,Южная,18,582
2024-01-07,Южная,19,611
2024-01-07,Южная,20,613
2024-01-07,Южная,21,239
2024-01-07,Южная,22,200
2024-01-07,Южная,23,228
2024-01-07,Университет,0,144
2024-01-07,Университет,1,147
2024-01-07,Университет,2,136
2024-01-07,Университет,3,149
2024-01-07,Университет,4,130
2024-01-07,Университет,5,151
2024-01-07,Университет,6,142
2024-01-07,Университет,7,1094
2024-01-07,Университет,8,1272
2024-01-07,Университет,9,1249
2024-01-07,Университет,10,1196
2024-01-07,Университет,11,543
2024-01-07,Университет,12,566
2024-01-07,Университет,13,510
2024-01-07,Университет,14,655
2024-01-07,Университет,15,525
2024-01-07,Университет,16,546
2024-01-07,Университет,17,1008
2024-01-07,Университет,18,967
2024-01-07,Университет,19,977
2024-01-07,Университет,20,1036
2024-01-07,Университет,21,337
2024-01-07,Университет,22,317
2024-01-07,Университет,23,369
2024-01-07,Парк,0,87
2024-01-07,Парк,1,79
2024-01-07,Парк,2,73
2024-01-07,Парк,3,90
2024-01-07,Парк,4,85
2024-01-07,Парк,5,72
2024-01-07,Парк,6,87
2024-01-07,Парк,7,442
2024-01-07,Парк,8,481
2024-01-07,Парк,9,455
2024-01-07,Парк,10,474
2024-01-07,Парк,11,318
2024-01-07,Парк,12,324
2024-01-07,Парк,13,361
